32,6,68,74,1
19,28,82,65,0
7,17,69,74,0
12,29,65,47,0
26,9,78,64,1
37,13,68,63,1
31,23,76,112,1
7,32,67,68,0
14,26,99,98,0
4,27,42,53,0
23,14,75,68,1
39,18,72,81,1
